eventid,time,event
2393623,2021-3-31 15:10,dp 链路状态告警

2393624,2021-3-31 15:10,dp 链路状态告警

2393625,2021-3-31 15:10,dp 链路状态告警

2393626,2021-3-31 15:10,100.64.0.66 /ac 磁盘使用率当前值：93.31 %

2393627,2021-3-31 15:11,100.64.0.109 /ac 磁盘使用率当前值：95.02 %

2393628,2021-3-31 15:11,100.64.96.58 /ac 磁盘使用率当前值：95.8 %

2393629,2021-3-31 15:11,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.42 Gbps

2393630,2021-3-31 15:12,100.64.0.78 /ac 磁盘使用率当前值：95.61 %

2393631,2021-3-31 15:12,100.64.48.79 /ac 磁盘使用率当前值：93.68 %

2393632,2021-3-31 15:12,100.64.48.75 /ac 磁盘使用率当前值：93.46 %

2393633,2021-3-31 15:12,100.64.0.38 /ac 磁盘使用率当前值：95.52 %

2393634,2021-3-31 15:13,HCI-CPU使用率超过百分之八十

2393635,2021-3-31 15:13,dp 链路状态告警

2393636,2021-3-31 15:13,dp 链路状态告警

2393637,2021-3-31 15:13,HCI-CPU使用率超过百分之八十

2393638,2021-3-31 15:13,dp 链路状态告警

2393639,2021-3-31 15:13,100.64.112.24 swap空间使用率当前值：2.22 %

2393640,2021-3-31 15:13,dp 链路状态告警

2393641,2021-3-31 15:13,100.64.0.70 /ac 磁盘使用率当前值：95.26 %

2393642,2021-3-31 15:13,100.64.96.83 /ac 磁盘使用率当前值：93 %

2393643,2021-3-31 15:13,HCI-CPU使用率超过百分之八十

2393644,2021-3-31 15:14,100.64.0.107 /ac 磁盘使用率当前值：95.97 %

2393645,2021-3-31 15:14,100.64.0.125 /ac 磁盘使用率当前值：93.24 %

2393646,2021-3-31 15:14,"100.64.0.133 在10分钟内平均僵死进程数大于25个,当前值：17"

2393647,2021-3-31 15:15,HCI-CPU使用率超过百分之八十

2393648,2021-3-31 15:15,100.64.0.135 /ac 磁盘使用率当前值：93.45 %

2393649,2021-3-31 15:15,100.64.0.76 /ac 磁盘使用率当前值：95.19 %

2393650,2021-3-31 15:15,100.64.0.50 /ac 磁盘使用率当前值：93.7 %

2393651,2021-3-31 15:15,100.64.96.90 /ac 磁盘使用率当前值：93.34 %

2393652,2021-3-31 15:15,100.64.0.102 /ac 磁盘使用率当前值：93.44 %

2393653,2021-3-31 15:15,100.64.96.102 /ac 磁盘使用率当前值：93.3 %

2393654,2021-3-31 15:15,100.64.96.86 /ac 磁盘使用率当前值：93.58 %

2393655,2021-3-31 15:16,dp 链路状态告警

2393656,2021-3-31 15:16,dp 链路状态告警

2393657,2021-3-31 15:16,dp 链路状态告警

2393658,2021-3-31 15:16,dp 链路状态告警

2393659,2021-3-31 15:16,dp 链路状态告警

2393660,2021-3-31 15:16,100.64.0.106 /ac 磁盘使用率当前值：95.02 %

2393661,2021-3-31 15:16,dp 链路状态告警

2393662,2021-3-31 15:16,100.64.0.52 /ac 磁盘使用率当前值：95.31 %

2393663,2021-3-31 15:16,HCI-CPU使用率超过百分之八十

2393664,2021-3-31 15:16,High CPU utilization (over 90% for 5m)

2393665,2021-3-31 15:18,HCI-CPU使用率超过百分之八十

2393666,2021-3-31 15:18,High CPU utilization (over 90% for 5m)

2393667,2021-3-31 15:19,dp 链路状态告警

2393668,2021-3-31 15:19,"100.64.0.83 在10分钟内平均僵死进程数大于25个,当前值：18"

2393669,2021-3-31 15:19,dp 链路状态告警

2393670,2021-3-31 15:19,"100.64.0.133 在10分钟内平均僵死进程数大于25个,当前值：19"

2393671,2021-3-31 15:20,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.19 Gbps

2393672,2021-3-31 15:23,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.2 Gbps

2393853,2021-3-31 15:24,"100.64.0.141 在10分钟内平均僵死进程数大于25个,当前值：18"

2393858,2021-3-31 15:26,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.2 Gbps

2393859,2021-3-31 15:34,"100.64.0.45 在10分钟内平均僵死进程数大于25个,当前值：12"

2393862,2021-3-31 15:39,100.64.96.167  30分钟内未收到监控数据

2393865,2021-3-31 15:40,100.64.96.167  30分钟内未收到监控数据

2393866,2021-3-31 15:40,100.64.96.167  30分钟内未收到监控数据

2393867,2021-3-31 15:41,100.64.96.167  30分钟内未收到监控数据

2393868,2021-3-31 15:41,100.64.112.48 /data 磁盘使用率当前值：95.7 %

2393869,2021-3-31 15:41,100.64.112.48 /data 磁盘使用率当前值：95.7 %

2393870,2021-3-31 15:41,100.64.96.167  30分钟内未收到监控数据

2393877,2021-3-31 15:42,100.64.96.167  30分钟内未收到监控数据

2393964,2021-3-31 15:42,100.64.96.167  30分钟内未收到监控数据

2394123,2021-3-31 15:43,100.64.96.167  30分钟内未收到监控数据

2394124,2021-3-31 15:43,100.64.96.167  30分钟内未收到监控数据

2394127,2021-3-31 15:44,100.64.96.167  30分钟内未收到监控数据

2394234,2021-3-31 15:44,100.64.96.167  30分钟内未收到监控数据

2394247,2021-3-31 15:45,100.64.96.167  30分钟内未收到监控数据

2394248,2021-3-31 15:45,100.64.96.167  30分钟内未收到监控数据

2394249,2021-3-31 15:46,100.64.96.167  30分钟内未收到监控数据

2394250,2021-3-31 15:46,100.64.96.167  30分钟内未收到监控数据

2394251,2021-3-31 15:47,100.64.96.167  30分钟内未收到监控数据

2394252,2021-3-31 15:47,100.64.96.167  30分钟内未收到监控数据

2394253,2021-3-31 15:48,100.64.96.167  30分钟内未收到监控数据

2394254,2021-3-31 15:48,100.64.96.167  30分钟内未收到监控数据

2394255,2021-3-31 15:49,100.64.96.167  30分钟内未收到监控数据

2394256,2021-3-31 15:49,100.64.96.167  30分钟内未收到监控数据

2394259,2021-3-31 16:00,100.64.0.87  30分钟内未收到监控数据

2394260,2021-3-31 16:00,100.64.0.87  30分钟内未收到监控数据

2394261,2021-3-31 16:01,HCI-CPU使用率超过百分之八十

2394262,2021-3-31 16:01,HCI-CPU使用率超过百分之八十

2394263,2021-3-31 16:01,HCI-CPU使用率超过百分之八十

2394264,2021-3-31 16:01,100.64.0.195  30分钟内未收到监控数据

2394265,2021-3-31 16:01,HCI-CPU使用率超过百分之八十

2394266,2021-3-31 16:01,100.64.0.87  30分钟内未收到监控数据

2394267,2021-3-31 16:01,100.64.112.48 /data 磁盘使用率当前值：2.07 %

2394268,2021-3-31 16:01,HCI-CPU使用率超过百分之八十

2394269,2021-3-31 16:01,HCI-CPU使用率超过百分之八十

2394270,2021-3-31 16:01,100.64.0.87  30分钟内未收到监控数据

2394271,2021-3-31 16:02,HCI-CPU使用率超过百分之八十

2394272,2021-3-31 16:02,100.64.0.87  30分钟内未收到监控数据

2394273,2021-3-31 16:02,HCI-CPU使用率超过百分之八十

2394274,2021-3-31 16:02,100.64.0.87  30分钟内未收到监控数据

2394275,2021-3-31 16:03,HCI-CPU使用率超过百分之八十

2394276,2021-3-31 16:03,100.64.0.87  30分钟内未收到监控数据

2394277,2021-3-31 16:03,100.64.0.87  30分钟内未收到监控数据

2394278,2021-3-31 16:04,HCI-CPU使用率超过百分之八十

2394279,2021-3-31 16:04,100.64.0.87  30分钟内未收到监控数据

2394280,2021-3-31 16:04,HCI-CPU使用率超过百分之八十

2394283,2021-3-31 16:04,100.64.0.87  30分钟内未收到监控数据

2394284,2021-3-31 16:05,100.64.0.87  30分钟内未收到监控数据

2394285,2021-3-31 16:05,High CPU utilization (over 90% for 5m)

2394286,2021-3-31 16:05,100.64.0.87  30分钟内未收到监控数据

2394287,2021-3-31 16:06,HCI-CPU使用率超过百分之八十

2394288,2021-3-31 16:06,100.64.0.87  30分钟内未收到监控数据

2394289,2021-3-31 16:06,High CPU utilization (over 90% for 5m)

2394290,2021-3-31 16:06,100.64.0.87  30分钟内未收到监控数据

2394291,2021-3-31 16:07,100.64.0.87  30分钟内未收到监控数据

2394292,2021-3-31 16:07,100.64.0.87  30分钟内未收到监控数据

2394293,2021-3-31 16:08,100.64.0.87  30分钟内未收到监控数据

2394294,2021-3-31 16:08,100.64.0.87  30分钟内未收到监控数据

2394295,2021-3-31 16:09,100.64.0.87  30分钟内未收到监控数据

2394296,2021-3-31 16:09,100.64.0.87  30分钟内未收到监控数据

2394297,2021-3-31 16:10,100.64.0.87  30分钟内未收到监控数据

2394478,2021-3-31 16:37,More than 100 items having missing data for more than 10 minutes

2394479,2021-3-31 16:37,Zabbix agent is not available (for 3m)

2394480,2021-3-31 16:38,Zabbix agent is not available (for 3m)

2394481,2021-3-31 16:38,Zabbix agent is not available (for 3m)

2394482,2021-3-31 16:38,Zabbix agent is not available (for 3m)

2394483,2021-3-31 16:38,Zabbix agent is not available (for 3m)

2394484,2021-3-31 16:39,Zabbix agent is not available (for 3m)

2394487,2021-3-31 16:39,Zabbix agent is not available (for 3m)

2394488,2021-3-31 16:39,Zabbix agent is not available (for 3m)

2394505,2021-3-31 16:40,Zabbix agent is not available (for 3m)

2394506,2021-3-31 16:40,Zabbix agent is not available (for 3m)

2394507,2021-3-31 16:40,Zabbix agent is not available (for 3m)

2394515,2021-3-31 16:40,Zabbix agent is not available (for 3m)

2395069,2021-3-31 16:54,Zabbix agent is not available (for 3m)

2395070,2021-3-31 16:54,Zabbix agent is not available (for 3m)

2395071,2021-3-31 16:54,Zabbix agent is not available (for 3m)

2395072,2021-3-31 16:54,Zabbix agent is not available (for 3m)

2395073,2021-3-31 16:55,High ICMP ping response time

2395074,2021-3-31 16:55,High ICMP ping response time

2395075,2021-3-31 16:55,Zabbix agent is not available (for 3m)

2395076,2021-3-31 16:55,High ICMP ping loss

2395077,2021-3-31 16:55,Zabbix agent is not available (for 3m)

2395079,2021-3-31 16:56,Zabbix agent is not available (for 3m)

2395080,2021-3-31 16:56,Zabbix agent is not available (for 3m)

2395082,2021-3-31 16:56,High ICMP ping loss

2395097,2021-3-31 16:56,Zabbix agent is not available (for 3m)

2395098,2021-3-31 16:56,/var/run/casb_status.idx文件5分钟没有更新！

2395103,2021-3-31 16:56,Zabbix agent is not available (for 3m)

2395104,2021-3-31 16:56,Zabbix agent is not available (for 3m)

2395120,2021-3-31 16:56,Zabbix agent is not available (for 3m)

2395292,2021-3-31 17:00,High ICMP ping response time

2395293,2021-3-31 17:00,High ICMP ping response time

2395294,2021-3-31 17:01,/var/run/casb_status.idx文件5分钟没有更新！

2395299,2021-3-31 17:11,sda: Disk read/write request responses are too high (read > 20 ms for 15m or write > 20 ms for 15m)

2395300,2021-3-31 17:13,sda: Disk read/write request responses are too high (read > 20 ms for 15m or write > 20 ms for 15m)

2397363,2021-3-31 20:34,dp 链路状态告警

2397368,2021-3-31 20:46,dp 链路状态告警

2397737,2021-3-31 21:08,Zabbix agent is not available (for 3m)

2397738,2021-3-31 21:09,Zabbix agent is not available (for 3m)

2397739,2021-3-31 21:09,Zabbix agent is not available (for 3m)

2397740,2021-3-31 21:09,Zabbix agent is not available (for 3m)

2397741,2021-3-31 21:09,Zabbix agent is not available (for 3m)

2397742,2021-3-31 21:09,Zabbix agent is not available (for 3m)

2397743,2021-3-31 21:09,Zabbix agent is not available (for 3m)

2397745,2021-3-31 21:10,Zabbix agent is not available (for 3m)

2397756,2021-3-31 21:10,Zabbix agent is not available (for 3m)

2397797,2021-3-31 21:10,Zabbix agent is not available (for 3m)

2397798,2021-3-31 21:10,Zabbix agent is not available (for 3m)

2397833,2021-3-31 21:11,Zabbix agent is not available (for 3m)

2398674,2021-3-31 22:00,100.64.0.87  30分钟内未收到监控数据

2399122,2021-3-31 22:01,100.64.96.164  30分钟内未收到监控数据

2399411,2021-3-31 22:02,100.64.96.158  30分钟内未收到监控数据

2400095,2021-3-31 22:04,100.64.96.167  30分钟内未收到监控数据

2400112,2021-3-31 22:04,"100.64.96.167 在10分钟内平均僵死进程数大于25个,当前值：14"

2400585,2021-3-31 22:34,dp 链路状态告警

2400586,2021-3-31 22:37,dp 链路状态告警

2400891,2021-3-31 23:07,More than 100 items having missing data for more than 10 minutes

2400976,2021-3-31 23:14,100.64.96.44  30分钟内未收到监控数据

2400977,2021-3-31 23:14,100.64.96.44  30分钟内未收到监控数据

2400980,2021-3-31 23:15,100.64.96.44  30分钟内未收到监控数据

2400981,2021-3-31 23:15,100.64.96.44  30分钟内未收到监控数据

2400982,2021-3-31 23:16,100.64.96.44  30分钟内未收到监控数据

2400983,2021-3-31 23:16,100.64.96.44  30分钟内未收到监控数据

2400984,2021-3-31 23:17,100.64.96.44  30分钟内未收到监控数据

2400985,2021-3-31 23:17,100.64.96.44  30分钟内未收到监控数据

2400986,2021-3-31 23:18,100.64.96.44  30分钟内未收到监控数据

2400987,2021-3-31 23:18,100.64.96.44  30分钟内未收到监控数据

2400988,2021-3-31 23:19,100.64.96.44  30分钟内未收到监控数据

2400989,2021-3-31 23:19,100.64.96.44  30分钟内未收到监控数据

2400992,2021-3-31 23:20,100.64.96.44  30分钟内未收到监控数据

2400993,2021-3-31 23:20,100.64.96.44  30分钟内未收到监控数据

2400994,2021-3-31 23:21,100.64.96.44  30分钟内未收到监控数据

2400995,2021-3-31 23:21,100.64.96.44  30分钟内未收到监控数据

2400996,2021-3-31 23:22,100.64.96.44  30分钟内未收到监控数据

2400997,2021-3-31 23:22,100.64.96.44  30分钟内未收到监控数据

2400998,2021-3-31 23:23,100.64.96.44  30分钟内未收到监控数据

2400999,2021-3-31 23:23,100.64.96.44  30分钟内未收到监控数据

2401000,2021-3-31 23:24,100.64.96.44  30分钟内未收到监控数据

2401311,2021-3-31 23:46,dp 链路状态告警

2401312,2021-3-31 23:49,dp 链路状态告警

2401868,2021-4-1 0:54,100.64.96.52 /ac 磁盘使用率当前值：93 %

2403328,2021-4-1 1:40,dp 链路状态告警

2403387,2021-4-1 1:43,dp 链路状态告警

2403567,2021-4-1 2:00,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:404 个"

2403568,2021-4-1 2:00,"北京万门教育科技有限公司-杭州 -byod在线数小于10,当前值:7 个"

2403569,2021-4-1 2:00,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:34 个"

2403570,2021-4-1 2:00,"北京万门教育科技有限公司-重庆-byod在线数小于25,当前值:3 个"

2403571,2021-4-1 2:00,"北京万门教育科技有限公司-西安-byod在线数小于18,当前值:15 个"

2403572,2021-4-1 2:03,"北京万门教育科技有限公司-苏州-byod在线数小于18,当前值:17 个"

2403573,2021-4-1 2:03,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:3 个"

2403574,2021-4-1 2:04,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:543 个"

2403575,2021-4-1 2:16,"北京万门教育科技有限公司-苏州-byod在线数小于18,当前值:18 个"

2403944,2021-4-1 2:20,"北京万门教育科技有限公司-苏州-byod在线数小于18,当前值:17 个"

2403945,2021-4-1 2:20,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2403946,2021-4-1 2:22,100.64.192.22  30分钟内未收到监控数据

2403948,2021-4-1 2:22,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:543 个"

2403949,2021-4-1 2:23,100.64.192.22  30分钟内未收到监控数据

2403950,2021-4-1 2:23,100.64.192.22  30分钟内未收到监控数据

2403951,2021-4-1 2:24,100.64.192.22  30分钟内未收到监控数据

2403952,2021-4-1 2:24,100.64.192.22  30分钟内未收到监控数据

2403953,2021-4-1 2:25,100.64.192.22  30分钟内未收到监控数据

2403954,2021-4-1 2:25,100.64.192.22  30分钟内未收到监控数据

2403955,2021-4-1 2:26,100.64.192.22  30分钟内未收到监控数据

2403956,2021-4-1 2:26,100.64.192.22  30分钟内未收到监控数据

2403957,2021-4-1 2:27,100.64.192.22  30分钟内未收到监控数据

2403958,2021-4-1 2:27,100.64.192.22  30分钟内未收到监控数据

2403959,2021-4-1 2:27,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:15 个"

2403960,2021-4-1 2:28,100.64.192.22  30分钟内未收到监控数据

2403961,2021-4-1 2:28,"北京万门教育科技有限公司-杭州 -byod在线数小于10,当前值:10 个"

2403962,2021-4-1 2:28,100.64.192.22  30分钟内未收到监控数据

2403963,2021-4-1 2:28,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:564 个"

2403964,2021-4-1 2:29,100.64.192.22  30分钟内未收到监控数据

2403965,2021-4-1 2:29,100.64.192.22  30分钟内未收到监控数据

2403966,2021-4-1 2:29,"深圳宏崎达技术有限公司-byod在线数小于35,当前值:35 个"

2403967,2021-4-1 2:30,100.64.192.22  30分钟内未收到监控数据

2403968,2021-4-1 2:30,100.64.192.22  30分钟内未收到监控数据

2403969,2021-4-1 2:31,100.64.192.22  30分钟内未收到监控数据

2403970,2021-4-1 2:31,100.64.192.22  30分钟内未收到监控数据

2403977,2021-4-1 2:31,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:388 个"

2403978,2021-4-1 2:32,100.64.192.22  30分钟内未收到监控数据

2404057,2021-4-1 2:32,100.64.192.22  30分钟内未收到监控数据

2404175,2021-4-1 2:32,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:559 个"

2404733,2021-4-1 2:37,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:3 个"

2404734,2021-4-1 2:38,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:570 个"
